# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-07-04 02:07:42 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04233300 SIXMILE CREEK AT BETHEL GROVE, NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04233300
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	04233300	2003-09-15	16	A
USGS	04233300	2003-09-16	17	A
USGS	04233300	2003-09-17	14	A
USGS	04233300	2003-09-18	13	A
USGS	04233300	2003-09-19	15	A
USGS	04233300	2003-09-20	18	A
USGS	04233300	2003-09-21	14	A
USGS	04233300	2003-09-22	13	A
USGS	04233300	2003-09-23	70	A
USGS	04233300	2003-09-24	24	A
USGS	04233300	2003-09-25	21	A
USGS	04233300	2003-09-26	20	A
USGS	04233300	2003-09-27	18	A
USGS	04233300	2003-09-28	56	A
USGS	04233300	2003-09-29	36	A
USGS	04233300	2003-09-30	35	A
USGS	04233300	2003-10-01	30	A
USGS	04233300	2003-10-02	29	A
USGS	04233300	2003-10-03	26	A
USGS	04233300	2003-10-04	28	A
USGS	04233300	2003-10-05	32	A
USGS	04233300	2003-10-06	25	A
USGS	04233300	2003-10-07	23	A
USGS	04233300	2003-10-08	21	A
USGS	04233300	2003-10-09	20	A
USGS	04233300	2003-10-10	19	A
USGS	04233300	2003-10-11	19	A
USGS	04233300	2003-10-12	18	A
USGS	04233300	2003-10-13	17	A
USGS	04233300	2003-10-14	17	A
USGS	04233300	2003-10-15	62	A
USGS	04233300	2003-10-16	31	A
USGS	04233300	2003-10-17	24	A
USGS	04233300	2003-10-18	22	A
USGS	04233300	2003-10-19	44	A
USGS	04233300	2003-10-20	34	A
USGS	04233300	2003-10-21	35	A
USGS	04233300	2003-10-22	40	A
USGS	04233300	2003-10-23	35	A
USGS	04233300	2003-10-24	33	A
USGS	04233300	2003-10-25	30	A
USGS	04233300	2003-10-26	30	A
USGS	04233300	2003-10-27	327	A
USGS	04233300	2003-10-28	191	A
USGS	04233300	2003-10-29	310	A
USGS	04233300	2003-10-30	178	A
USGS	04233300	2003-10-31	124	A
USGS	04233300	2003-11-01	97	A
USGS	04233300	2003-11-02	79	A
USGS	04233300	2003-11-03	70	A
USGS	04233300	2003-11-04	62	A
USGS	04233300	2003-11-05	59	A
USGS	04233300	2003-11-06	62	A
USGS	04233300	2003-11-07	53	A
USGS	04233300	2003-11-08	48	A
USGS	04233300	2003-11-09	43	A
USGS	04233300	2003-11-10	41	A
USGS	04233300	2003-11-11	42	A
USGS	04233300	2003-11-12	43	A
USGS	04233300	2003-11-13	50	A
USGS	04233300	2003-11-14	43	A
USGS	04233300	2003-11-15	42	A
USGS	04233300	2003-11-16	41	A
USGS	04233300	2003-11-17	49	A
USGS	04233300	2003-11-18	47	A
USGS	04233300	2003-11-19	232	A
USGS	04233300	2003-11-20	320	A
USGS	04233300	2003-11-21	152	A
USGS	04233300	2003-11-22	112	A
USGS	04233300	2003-11-23	89	A
USGS	04233300	2003-11-24	90	A
USGS	04233300	2003-11-25	125	A
USGS	04233300	2003-11-26	87	A
USGS	04233300	2003-11-27	77	A
USGS	04233300	2003-11-28	136	A
USGS	04233300	2003-11-29	198	A
USGS	04233300	2003-11-30	124	A
USGS	04233300	2003-12-01	109	A
USGS	04233300	2003-12-02	91	A
USGS	04233300	2003-12-03	77	A
USGS	04233300	2003-12-04	73	A
USGS	04233300	2003-12-05	66	A
USGS	04233300	2003-12-06	66	A
USGS	04233300	2003-12-07	61	A
USGS	04233300	2003-12-08	63	A
USGS	04233300	2003-12-09	56	A
USGS	04233300	2003-12-10	64	A
USGS	04233300	2003-12-11	692	A
USGS	04233300	2003-12-12	316	A
USGS	04233300	2003-12-13	201	A
USGS	04233300	2003-12-14	151	A
USGS	04233300	2003-12-15	145	A
USGS	04233300	2003-12-16	118	A
USGS	04233300	2003-12-17	122	A
USGS	04233300	2003-12-18	118	A
USGS	04233300	2003-12-19	94	A
USGS	04233300	2003-12-20	85	A
USGS	04233300	2003-12-21	77	A
USGS	04233300	2003-12-22	75	A
USGS	04233300	2003-12-23	156	A
USGS	04233300	2003-12-24	679	A
USGS	04233300	2003-12-25	383	A
USGS	04233300	2003-12-26	198	A
USGS	04233300	2003-12-27	140	A:e
USGS	04233300	2003-12-28	110	A:e
USGS	04233300	2003-12-29	100	A:e
USGS	04233300	2003-12-30	140	A:e
USGS	04233300	2003-12-31	148	A:e
USGS	04233300	2004-01-01	100	A:e
USGS	04233300	2004-01-02	95	A:e
USGS	04233300	2004-01-03	100	A:e
USGS	04233300	2004-01-04	125	A:e
USGS	04233300	2004-01-05	106	A
USGS	04233300	2004-01-06	103	A
USGS	04233300	2004-01-07	75	A:e
USGS	04233300	2004-01-08	68	A:e
USGS	04233300	2004-01-09	50	A:e
USGS	04233300	2004-01-10	42	A:e
USGS	04233300	2004-01-11	46	A:e
USGS	04233300	2004-01-12	60	A:e
USGS	04233300	2004-01-13	58	A:e
USGS	04233300	2004-01-14	50	A:e
USGS	04233300	2004-01-15	54	A:e
USGS	04233300	2004-01-16	50	A:e
USGS	04233300	2004-01-17	48	A:e
USGS	04233300	2004-01-18	50	A:e
USGS	04233300	2004-01-19	46	A:e
USGS	04233300	2004-01-20	44	A:e
USGS	04233300	2004-01-21	40	A:e
USGS	04233300	2004-01-22	38	A:e
USGS	04233300	2004-01-23	36	A:e
USGS	04233300	2004-01-24	35	A:e
USGS	04233300	2004-01-25	34	A:e
USGS	04233300	2004-01-26	34	A:e
USGS	04233300	2004-01-27	33	A:e
USGS	04233300	2004-01-28	33	A:e
USGS	04233300	2004-01-29	32	A:e
USGS	04233300	2004-01-30	32	A:e
USGS	04233300	2004-01-31	31	A:e
USGS	04233300	2004-02-01	30	A:e
USGS	04233300	2004-02-02	30	A:e
USGS	04233300	2004-02-03	32	A:e
USGS	04233300	2004-02-04	34	A:e
USGS	04233300	2004-02-05	32	A:e
USGS	04233300	2004-02-06	33	A:e
USGS	04233300	2004-02-07	36	A:e
USGS	04233300	2004-02-08	34	A:e
USGS	04233300	2004-02-09	32	A:e
USGS	04233300	2004-02-10	32	A:e
USGS	04233300	2004-02-11	32	A:e
USGS	04233300	2004-02-12	31	A:e
USGS	04233300	2004-02-13	30	A:e
USGS	04233300	2004-02-14	30	A:e
USGS	04233300	2004-02-15	29	A:e
USGS	04233300	2004-02-16	28	A:e
USGS	04233300	2004-02-17	30	A:e
USGS	04233300	2004-02-18	29	A:e
USGS	04233300	2004-02-19	29	A:e
USGS	04233300	2004-02-20	28	A:e
USGS	04233300	2004-02-21	38	A:e
USGS	04233300	2004-02-22	46	A:e
USGS	04233300	2004-02-23	35	A:e
USGS	04233300	2004-02-24	40	A:e
USGS	04233300	2004-02-25	34	A:e
USGS	04233300	2004-02-26	32	A:e
USGS	04233300	2004-02-27	30	A:e
USGS	04233300	2004-02-28	30	A:e
USGS	04233300	2004-02-29	34	A:e
USGS	04233300	2004-03-01	38	A
USGS	04233300	2004-03-02	133	A
USGS	04233300	2004-03-03	254	A
USGS	04233300	2004-03-04	286	A
USGS	04233300	2004-03-05	712	A
USGS	04233300	2004-03-06	526	A
USGS	04233300	2004-03-07	285	A
USGS	04233300	2004-03-08	203	A
USGS	04233300	2004-03-09	134	A
USGS	04233300	2004-03-10	99	A
USGS	04233300	2004-03-11	90	A
USGS	04233300	2004-03-12	88	A
USGS	04233300	2004-03-13	70	A
USGS	04233300	2004-03-14	61	A
USGS	04233300	2004-03-15	64	A
USGS	04233300	2004-03-16	58	A
USGS	04233300	2004-03-17	57	A
USGS	04233300	2004-03-18	55	A
USGS	04233300	2004-03-19	50	A
USGS	04233300	2004-03-20	57	A
USGS	04233300	2004-03-21	99	A
USGS	04233300	2004-03-22	64	A
USGS	04233300	2004-03-23	60	A
USGS	04233300	2004-03-24	85	A
USGS	04233300	2004-03-25	174	A
USGS	04233300	2004-03-26	159	A
USGS	04233300	2004-03-27	299	A
USGS	04233300	2004-03-28	173	A
USGS	04233300	2004-03-29	129	A
USGS	04233300	2004-03-30	99	A
USGS	04233300	2004-03-31	85	A
USGS	04233300	2004-04-01	110	A
USGS	04233300	2004-04-02	135	A
USGS	04233300	2004-04-03	96	A
USGS	04233300	2004-04-04	103	A
USGS	04233300	2004-04-05	88	A
USGS	04233300	2004-04-06	77	A
USGS	04233300	2004-04-07	74	A
USGS	04233300	2004-04-08	65	A
USGS	04233300	2004-04-09	60	A
USGS	04233300	2004-04-10	54	A
USGS	04233300	2004-04-11	50	A
USGS	04233300	2004-04-12	48	A
USGS	04233300	2004-04-13	465	A
USGS	04233300	2004-04-14	384	A
USGS	04233300	2004-04-15	188	A
USGS	04233300	2004-04-16	132	A
USGS	04233300	2004-04-17	101	A
USGS	04233300	2004-04-18	103	A
USGS	04233300	2004-04-19	94	A
USGS	04233300	2004-04-20	100	A
USGS	04233300	2004-04-21	74	A
USGS	04233300	2004-04-22	102	A
USGS	04233300	2004-04-23	121	A
USGS	04233300	2004-04-24	88	A
USGS	04233300	2004-04-25	78	A
USGS	04233300	2004-04-26	136	A
USGS	04233300	2004-04-27	91	A
USGS	04233300	2004-04-28	76	A
USGS	04233300	2004-04-29	65	A
USGS	04233300	2004-04-30	59	A
USGS	04233300	2004-05-01	54	A
USGS	04233300	2004-05-02	122	A
USGS	04233300	2004-05-03	198	A
USGS	04233300	2004-05-04	98	A
USGS	04233300	2004-05-05	118	A
USGS	04233300	2004-05-06	95	A
USGS	04233300	2004-05-07	86	A
USGS	04233300	2004-05-08	70	A
USGS	04233300	2004-05-09	74	A
USGS	04233300	2004-05-10	71	A
USGS	04233300	2004-05-11	90	A
USGS	04233300	2004-05-12	68	A
USGS	04233300	2004-05-13	65	A
USGS	04233300	2004-05-14	62	A
USGS	04233300	2004-05-15	116	A
USGS	04233300	2004-05-16	95	A
USGS	04233300	2004-05-17	68	A
USGS	04233300	2004-05-18	65	A
USGS	04233300	2004-05-19	65	A
USGS	04233300	2004-05-20	52	A
USGS	04233300	2004-05-21	75	A
USGS	04233300	2004-05-22	55	A
USGS	04233300	2004-05-23	82	A
USGS	04233300	2004-05-24	193	A
USGS	04233300	2004-05-25	98	A
USGS	04233300	2004-05-26	100	A
USGS	04233300	2004-05-27	87	A
USGS	04233300	2004-05-28	114	A
USGS	04233300	2004-05-29	67	A
USGS	04233300	2004-05-30	55	A
USGS	04233300	2004-05-31	62	A
USGS	04233300	2004-06-01	83	A
USGS	04233300	2004-06-02	75	A
USGS	04233300	2004-06-03	72	A
USGS	04233300	2004-06-04	52	A
USGS	04233300	2004-06-05	47	A
USGS	04233300	2004-06-06	43	A
USGS	04233300	2004-06-07	39	A
USGS	04233300	2004-06-08	34	A
USGS	04233300	2004-06-09	60	A
USGS	04233300	2004-06-10	64	A
USGS	04233300	2004-06-11	40	A
USGS	04233300	2004-06-12	32	A
USGS	04233300	2004-06-13	29	A
USGS	04233300	2004-06-14	28	A
USGS	04233300	2004-06-15	29	A
USGS	04233300	2004-06-16	24	A
USGS	04233300	2004-06-17	27	A
USGS	04233300	2004-06-18	30	A
USGS	04233300	2004-06-19	25	A
USGS	04233300	2004-06-20	22	A
USGS	04233300	2004-06-21	19	A
USGS	04233300	2004-06-22	19	A
USGS	04233300	2004-06-23	18	A
USGS	04233300	2004-06-24	15	A
USGS	04233300	2004-06-25	15	A
USGS	04233300	2004-06-26	16	A
USGS	04233300	2004-06-27	14	A
USGS	04233300	2004-06-28	18	A
USGS	04233300	2004-06-29	32	A
USGS	04233300	2004-06-30	17	A
USGS	04233300	2004-07-01	15	A
USGS	04233300	2004-07-02	14	A
USGS	04233300	2004-07-03	13	A
USGS	04233300	2004-07-04	12	A
USGS	04233300	2004-07-05	14	A
USGS	04233300	2004-07-06	13	A
USGS	04233300	2004-07-07	63	A
USGS	04233300	2004-07-08	90	A
USGS	04233300	2004-07-09	27	A
USGS	04233300	2004-07-10	21	A
USGS	04233300	2004-07-11	17	A
USGS	04233300	2004-07-12	19	A
USGS	04233300	2004-07-13	19	A
USGS	04233300	2004-07-14	84	A
USGS	04233300	2004-07-15	81	A
USGS	04233300	2004-07-16	56	A
USGS	04233300	2004-07-17	51	A
USGS	04233300	2004-07-18	75	A
USGS	04233300	2004-07-19	44	A
USGS	04233300	2004-07-20	33	A
USGS	04233300	2004-07-21	26	A
USGS	04233300	2004-07-22	28	A
USGS	04233300	2004-07-23	88	A
USGS	04233300	2004-07-24	41	A
USGS	04233300	2004-07-25	30	A
USGS	04233300	2004-07-26	28	A
USGS	04233300	2004-07-27	225	A
USGS	04233300	2004-07-28	352	A
USGS	04233300	2004-07-29	215	A
USGS	04233300	2004-07-30	120	A
USGS	04233300	2004-07-31	145	A
USGS	04233300	2004-08-01	90	A
USGS	04233300	2004-08-02	59	A
USGS	04233300	2004-08-03	100	A
USGS	04233300	2004-08-04	116	A
USGS	04233300	2004-08-05	116	A
USGS	04233300	2004-08-06	61	A
USGS	04233300	2004-08-07	51	A
USGS	04233300	2004-08-08	46	A
USGS	04233300	2004-08-09	41	A
USGS	04233300	2004-08-10	36	A
USGS	04233300	2004-08-11	39	A
USGS	04233300	2004-08-12	79	A
USGS	04233300	2004-08-13	353	A
USGS	04233300	2004-08-14	122	A
USGS	04233300	2004-08-15	82	A
USGS	04233300	2004-08-16	63	A
USGS	04233300	2004-08-17	52	A
USGS	04233300	2004-08-18	44	A
USGS	04233300	2004-08-19	39	A
USGS	04233300	2004-08-20	56	A
USGS	04233300	2004-08-21	341	A
USGS	04233300	2004-08-22	119	A
USGS	04233300	2004-08-23	84	A
USGS	04233300	2004-08-24	72	A
USGS	04233300	2004-08-25	55	A
USGS	04233300	2004-08-26	49	A
USGS	04233300	2004-08-27	44	A
USGS	04233300	2004-08-28	42	A
USGS	04233300	2004-08-29	51	A
USGS	04233300	2004-08-30	138	A
USGS	04233300	2004-08-31	90	A
USGS	04233300	2004-09-01	53	A
USGS	04233300	2004-09-02	43	A
USGS	04233300	2004-09-03	37	A
USGS	04233300	2004-09-04	34	A
USGS	04233300	2004-09-05	31	A
USGS	04233300	2004-09-06	29	A
USGS	04233300	2004-09-07	26	A
USGS	04233300	2004-09-08	57	A
USGS	04233300	2004-09-09	405	A
USGS	04233300	2004-09-10	186	A
USGS	04233300	2004-09-11	110	A
USGS	04233300	2004-09-12	83	A
USGS	04233300	2004-09-13	66	A
USGS	04233300	2004-09-14	56	A
USGS	04233300	2004-09-15	49	A
USGS	04233300	2004-09-16	45	A
USGS	04233300	2004-09-17	296	A
USGS	04233300	2004-09-18	768	A
USGS	04233300	2004-09-19	231	A
USGS	04233300	2004-09-20	148	A
USGS	04233300	2004-09-21	105	A
USGS	04233300	2004-09-22	82	A
USGS	04233300	2004-09-23	67	A
USGS	04233300	2004-09-24	58	A
USGS	04233300	2004-09-25	55	A
USGS	04233300	2004-09-26	50	A
USGS	04233300	2004-09-27	42	A
USGS	04233300	2004-09-28	42	A
USGS	04233300	2004-09-29	39	A
USGS	04233300	2004-09-30	34	A
USGS	04233300	2004-10-01	31	A
USGS	04233300	2004-10-02	30	A
USGS	04233300	2004-10-03	31	A
USGS	04233300	2004-10-04	26	A
USGS	04233300	2004-10-05	24	A
USGS	04233300	2004-10-06	23	A
USGS	04233300	2004-10-07	21	A
USGS	04233300	2004-10-08	21	A
USGS	04233300	2004-10-09	20	A
USGS	04233300	2004-10-10	20	A
USGS	04233300	2004-10-11	20	A
USGS	04233300	2004-10-12	19	A
USGS	04233300	2004-10-13	19	A
USGS	04233300	2004-10-14	20	A
USGS	04233300	2004-10-15	26	A
USGS	04233300	2004-10-16	37	A
USGS	04233300	2004-10-17	23	A
USGS	04233300	2004-10-18	21	A
USGS	04233300	2004-10-19	50	A
USGS	04233300	2004-10-20	34	A
USGS	04233300	2004-10-21	104	A
USGS	04233300	2004-10-22	68	A
USGS	04233300	2004-10-23	44	A
USGS	04233300	2004-10-24	38	A
USGS	04233300	2004-10-25	35	A
USGS	04233300	2004-10-26	32	A
USGS	04233300	2004-10-27	30	A
USGS	04233300	2004-10-28	30	A:e
USGS	04233300	2004-10-29	32	A:e
USGS	04233300	2004-10-30	43	A:e
USGS	04233300	2004-10-31	38	A:e
USGS	04233300	2004-11-01	32	A:e
USGS	04233300	2004-11-02	35	A:e
USGS	04233300	2004-11-03	65	A:e
USGS	04233300	2004-11-04	70	A:e
USGS	04233300	2004-11-05	90	A:e
USGS	04233300	2004-11-06	60	A:e
USGS	04233300	2004-11-07	50	A:e
USGS	04233300	2004-11-08	45	A:e
USGS	04233300	2004-11-09	45	A:e
USGS	04233300	2004-11-10	43	A:e
USGS	04233300	2004-11-11	42	A:e
USGS	04233300	2004-11-12	40	A:e
USGS	04233300	2004-11-13	35	A:e
USGS	04233300	2004-11-14	31	A
USGS	04233300	2004-11-15	31	A
USGS	04233300	2004-11-16	30	A
USGS	04233300	2004-11-17	29	A
USGS	04233300	2004-11-18	29	A
USGS	04233300	2004-11-19	29	A
USGS	04233300	2004-11-20	28	A
USGS	04233300	2004-11-21	28	A
USGS	04233300	2004-11-22	27	A
USGS	04233300	2004-11-23	29	A
USGS	04233300	2004-11-24	52	A
USGS	04233300	2004-11-25	150	A
USGS	04233300	2004-11-26	91	A
USGS	04233300	2004-11-27	77	A
USGS	04233300	2004-11-28	381	A
USGS	04233300	2004-11-29	178	A
USGS	04233300	2004-11-30	127	A
USGS	04233300	2004-12-01	272	A
USGS	04233300	2004-12-02	157	A
USGS	04233300	2004-12-03	126	A
USGS	04233300	2004-12-04	99	A
USGS	04233300	2004-12-05	90	A
USGS	04233300	2004-12-06	79	A
USGS	04233300	2004-12-07	110	A
USGS	04233300	2004-12-08	100	A
USGS	04233300	2004-12-09	80	A
USGS	04233300	2004-12-10	166	A
USGS	04233300	2004-12-11	298	A
USGS	04233300	2004-12-12	197	A
USGS	04233300	2004-12-13	163	A
USGS	04233300	2004-12-14	124	A
USGS	04233300	2004-12-15	103	A
USGS	04233300	2004-12-16	93	A
USGS	04233300	2004-12-17	86	A
USGS	04233300	2004-12-18	76	A
USGS	04233300	2004-12-19	75	A
USGS	04233300	2004-12-20	65	A:e
USGS	04233300	2004-12-21	55	A:e
USGS	04233300	2004-12-22	70	A:e
USGS	04233300	2004-12-23	200	A:e
USGS	04233300	2004-12-24	84	A
USGS	04233300	2004-12-25	52	A
USGS	04233300	2004-12-26	50	A
USGS	04233300	2004-12-27	45	A
USGS	04233300	2004-12-28	45	A:e
USGS	04233300	2004-12-29	62	A:e
USGS	04233300	2004-12-30	60	A:e
USGS	04233300	2004-12-31	62	A:e
